,date,open,high,low,close,flag
0,2024-02-13 13:25:00+05:30,21760.4,21784.0,21757.0,21780.0,985
1,2024-02-13 13:30:00+05:30,21782.0,21804.0,21771.35,21802.25,2161
2,2024-02-13 13:35:00+05:30,21802.1,21816.7,21790.0,21802.9,2331
3,2024-02-13 13:40:00+05:30,21803.0,21818.0,21796.35,21804.8,1593
4,2024-02-13 13:45:00+05:30,21810.35,21815.0,21795.6,21799.95,857
5,2024-02-13 13:50:00+05:30,21800.0,21819.0,21795.6,21812.55,880
6,2024-02-13 13:55:00+05:30,21815.8,21818.0,21802.45,21809.0,764
7,2024-02-13 14:00:00+05:30,21810.0,21827.45,21802.0,21814.6,2103
8,2024-02-13 14:05:00+05:30,21813.05,21840.0,21811.2,21819.95,3244
9,2024-02-13 14:10:00+05:30,21818.0,21822.5,21790.0,21798.0,2458
10,2024-02-13 14:15:00+05:30,21795.25,21798.5,21774.5,21790.25,1406
11,2024-02-13 14:20:00+05:30,21788.15,21797.4,21780.1,21791.55,583
12,2024-02-13 14:25:00+05:30,21792.9,21812.95,21788.65,21805.0,1135
13,2024-02-13 14:30:00+05:30,21804.35,21825.0,21804.35,21816.85,1237
14,2024-02-13 14:35:00+05:30,21818.0,21823.0,21791.3,21794.75,1372
15,2024-02-13 14:40:00+05:30,21795.0,21806.5,21781.0,21781.0,1111
16,2024-02-13 14:45:00+05:30,21781.15,21794.95,21776.0,21790.6,1144
17,2024-02-13 14:50:00+05:30,21789.8,21809.6,21783.7,21809.6,727
18,2024-02-13 14:55:00+05:30,21809.2,21815.0,21803.4,21808.85,1128
19,2024-02-13 15:00:00+05:30,21809.5,21825.5,21804.65,21813.65,1638
20,2024-02-13 15:05:00+05:30,21812.7,21829.9,21810.25,21829.0,1517
21,2024-02-13 15:10:00+05:30,21832.0,21844.1,21828.0,21837.7,3197
22,2024-02-13 15:15:00+05:30,21835.0,21836.35,21823.75,21830.85,1995
23,2024-02-13 15:20:00+05:30,21830.1,21830.85,21813.0,21817.7,2322
24,2024-02-13 15:25:00+05:30,21820.1,21821.1,21806.6,21816.75,3417
25,2024-02-14 09:15:00+05:30,21675.0,21687.95,21640.0,21661.85,15790
26,2024-02-14 09:20:00+05:30,21660.0,21661.0,21620.0,21638.8,9200
27,2024-02-14 09:25:00+05:30,21633.0,21634.2,21600.85,21628.0,6147
28,2024-02-14 09:30:00+05:30,21627.0,21628.2,21605.0,21615.0,5215
29,2024-02-14 09:35:00+05:30,21615.0,21658.0,21611.05,21649.55,4004
30,2024-02-14 09:40:00+05:30,21650.0,21652.4,21611.0,21633.15,2390
31,2024-02-14 09:45:00+05:30,21637.25,21638.0,21617.3,21632.35,1585
32,2024-02-14 09:50:00+05:30,21634.0,21666.6,21627.0,21648.45,4042
33,2024-02-14 09:55:00+05:30,21648.95,21665.0,21646.0,21655.3,2101
34,2024-02-14 10:00:00+05:30,21655.2,21677.7,21631.05,21632.55,3135
35,2024-02-14 10:05:00+05:30,21634.0,21655.25,21624.05,21654.15,1675
36,2024-02-14 10:10:00+05:30,21655.0,21680.0,21654.15,21680.0,1460
37,2024-02-14 10:15:00+05:30,21681.0,21694.95,21665.05,21690.7,2622
38,2024-02-14 10:20:00+05:30,21694.7,21695.0,21665.3,21666.35,1479
39,2024-02-14 10:25:00+05:30,21670.0,21676.8,21658.0,21662.4,1216
40,2024-02-14 10:30:00+05:30,21662.95,21674.95,21646.95,21673.0,1381
41,2024-02-14 10:35:00+05:30,21673.2,21679.9,21667.0,21676.0,574
42,2024-02-14 10:40:00+05:30,21675.0,21682.05,21655.0,21658.7,677
43,2024-02-14 10:45:00+05:30,21657.4,21669.7,21645.6,21668.1,1213
44,2024-02-14 10:50:00+05:30,21668.45,21688.35,21660.55,21682.85,1197
45,2024-02-14 10:55:00+05:30,21682.85,21711.7,21682.0,21692.5,3010
46,2024-02-14 11:00:00+05:30,21695.0,21705.0,21686.4,21690.0,999
47,2024-02-14 11:05:00+05:30,21690.0,21702.0,21687.9,21697.2,1287
48,2024-02-14 11:10:00+05:30,21698.9,21699.85,21652.5,21667.2,1270
49,2024-02-14 11:15:00+05:30,21666.4,21677.35,21656.7,21665.5,696
50,2024-02-14 11:20:00+05:30,21665.5,21683.05,21665.5,21673.7,396
51,2024-02-14 11:25:00+05:30,21673.45,21683.05,21661.05,21666.8,259
52,2024-02-14 11:30:00+05:30,21664.15,21678.3,21658.0,21661.55,496
53,2024-02-14 11:35:00+05:30,21660.35,21663.85,21638.15,21658.05,1716
54,2024-02-14 11:40:00+05:30,21659.0,21669.9,21653.0,21667.45,620
55,2024-02-14 11:45:00+05:30,21668.0,21670.0,21659.0,21665.25,355
56,2024-02-14 11:50:00+05:30,21668.95,21682.1,21663.9,21676.0,591
57,2024-02-14 11:55:00+05:30,21677.0,21685.0,21667.0,21676.1,440
58,2024-02-14 12:00:00+05:30,21677.3,21679.6,21666.0,21672.75,418
59,2024-02-14 12:05:00+05:30,21672.0,21687.05,21667.0,21685.4,767
60,2024-02-14 12:10:00+05:30,21685.45,21694.0,21677.5,21684.0,432
61,2024-02-14 12:15:00+05:30,21684.65,21697.0,21683.95,21686.65,847
62,2024-02-14 12:20:00+05:30,21690.0,21700.0,21684.75,21687.2,1107
63,2024-02-14 12:25:00+05:30,21689.4,21728.0,21689.4,21718.4,2247
64,2024-02-14 12:30:00+05:30,21719.75,21746.55,21718.8,21732.7,3257
65,2024-02-14 12:35:00+05:30,21729.35,21735.0,21722.1,21725.0,1272
66,2024-02-14 12:40:00+05:30,21725.0,21742.5,21718.4,21724.6,869
67,2024-02-14 12:45:00+05:30,21720.85,21736.35,21716.6,21719.9,780
68,2024-02-14 12:50:00+05:30,21722.8,21734.0,21713.05,21730.0,561
69,2024-02-14 12:55:00+05:30,21730.0,21739.9,21727.0,21739.0,697
70,2024-02-14 13:00:00+05:30,21739.9,21769.2,21738.8,21764.25,4421
71,2024-02-14 13:05:00+05:30,21767.1,21768.95,21750.0,21750.05,2020
72,2024-02-14 13:10:00+05:30,21753.15,21759.0,21747.45,21754.5,604
73,2024-02-14 13:15:00+05:30,21754.6,21757.9,21729.75,21738.35,2406
74,2024-02-14 13:20:00+05:30,21740.55,21749.0,21725.6,21729.2,864
75,2024-02-14 13:25:00+05:30,21730.85,21738.95,21723.75,21731.05,640
76,2024-02-14 13:30:00+05:30,21733.0,21733.0,21696.0,21704.4,2042
77,2024-02-14 13:35:00+05:30,21705.6,21714.85,21690.25,21712.95,1321
78,2024-02-14 13:40:00+05:30,21711.7,21726.3,21703.25,21723.5,1046
79,2024-02-14 13:45:00+05:30,21723.95,21744.75,21717.65,21744.4,1330
80,2024-02-14 13:50:00+05:30,21742.15,21745.0,21722.5,21724.6,540
81,2024-02-14 13:55:00+05:30,21725.0,21729.0,21706.65,21724.45,754
82,2024-02-14 14:00:00+05:30,21727.0,21743.65,21724.6,21742.1,404
83,2024-02-14 14:05:00+05:30,21740.0,21754.05,21731.0,21753.45,928
84,2024-02-14 14:10:00+05:30,21751.45,21791.5,21746.75,21791.5,2262
85,2024-02-14 14:15:00+05:30,21791.1,21807.95,21780.75,21789.55,3742
86,2024-02-14 14:20:00+05:30,21788.05,21830.0,21780.0,21826.1,4374
87,2024-02-14 14:25:00+05:30,21826.4,21826.5,21800.0,21815.0,2916
88,2024-02-14 14:30:00+05:30,21814.35,21878.15,21806.85,21864.7,8730
89,2024-02-14 14:35:00+05:30,21866.35,21885.2,21858.0,21877.95,5269
90,2024-02-14 14:40:00+05:30,21878.9,21887.15,21863.7,21880.15,4296
91,2024-02-14 14:45:00+05:30,21880.15,21890.7,21867.35,21889.45,3783
92,2024-02-14 14:50:00+05:30,21889.9,21896.4,21882.8,21885.65,2975
93,2024-02-14 14:55:00+05:30,21885.65,21925.0,21875.0,21921.6,5770
94,2024-02-14 15:00:00+05:30,21922.9,21951.0,21910.3,21920.55,7772
95,2024-02-14 15:05:00+05:30,21921.8,21930.95,21915.5,21922.4,1984
96,2024-02-14 15:10:00+05:30,21921.0,21924.15,21873.95,21895.65,4287
97,2024-02-14 15:15:00+05:30,21894.7,21918.6,21887.25,21903.0,4865
98,2024-02-14 15:20:00+05:30,21903.0,21918.0,21895.8,21915.7,6146
99,2024-02-14 15:25:00+05:30,21915.0,21926.95,21915.0,21925.0,4728
100,2024-02-15 09:15:00+05:30,21970.2,21976.95,21933.85,21938.25,9447
101,2024-02-15 09:20:00+05:30,21934.95,21962.05,21917.5,21955.2,4851
102,2024-02-15 09:25:00+05:30,21955.2,21955.2,21908.0,21926.45,5248
103,2024-02-15 09:30:00+05:30,21920.5,21928.15,21885.0,21892.35,4317
104,2024-02-15 09:35:00+05:30,21890.0,21916.5,21875.7,21876.05,3910
105,2024-02-15 09:40:00+05:30,21875.3,21889.25,21865.0,21878.6,2943
106,2024-02-15 09:45:00+05:30,21880.0,21949.85,21876.7,21921.0,4395
107,2024-02-15 09:50:00+05:30,21918.35,21935.3,21897.8,21897.8,1984
108,2024-02-15 09:55:00+05:30,21888.1,21888.1,21854.1,21860.35,6562
109,2024-02-15 10:00:00+05:30,21856.0,21893.85,21846.3,21880.15,2441
110,2024-02-15 10:05:00+05:30,21881.5,21925.0,21881.5,21912.3,3389
111,2024-02-15 10:10:00+05:30,21910.0,21941.5,21905.05,21931.75,3619
112,2024-02-15 10:15:00+05:30,21937.0,21952.1,21920.0,21938.25,2190
113,2024-02-15 10:20:00+05:30,21938.25,21946.0,21926.05,21941.8,1531
114,2024-02-15 10:25:00+05:30,21941.0,21948.0,21916.0,21926.85,2572
115,2024-02-15 10:30:00+05:30,21922.2,21955.0,21916.0,21928.3,1377
116,2024-02-15 10:35:00+05:30,21933.0,21933.0,21911.2,21919.1,665
117,2024-02-15 10:40:00+05:30,21919.0,21930.0,21910.0,21917.3,485
118,2024-02-15 10:45:00+05:30,21917.9,21935.0,21909.0,21924.9,1326
119,2024-02-15 10:50:00+05:30,21924.9,21934.65,21915.55,21933.05,1396
120,2024-02-15 10:55:00+05:30,21932.95,21933.05,21887.1,21903.3,1898
121,2024-02-15 11:00:00+05:30,21903.35,21925.0,21895.65,21902.9,2969
122,2024-02-15 11:05:00+05:30,21904.55,21920.0,21900.25,21918.0,2740
123,2024-02-15 11:10:00+05:30,21919.85,21937.65,21916.8,21926.05,1815
124,2024-02-15 11:15:00+05:30,21926.1,21929.0,21916.05,21921.7,625
125,2024-02-15 11:20:00+05:30,21925.05,21937.6,21922.65,21926.5,603
126,2024-02-15 11:25:00+05:30,21924.0,21925.5,21902.1,21918.15,1069
127,2024-02-15 11:30:00+05:30,21918.4,21920.65,21906.1,21911.85,1666
128,2024-02-15 11:35:00+05:30,21910.0,21924.0,21902.9,21920.65,627
129,2024-02-15 11:40:00+05:30,21923.1,21925.0,21904.0,21916.8,571
130,2024-02-15 11:45:00+05:30,21918.0,21929.0,21915.0,21924.9,598
131,2024-02-15 11:50:00+05:30,21925.45,21935.0,21915.6,21931.6,417
132,2024-02-15 11:55:00+05:30,21931.4,21941.95,21919.0,21919.0,619
